"","Study#","Virus strain","number of samples","Virus dose/note","NHP ID","Time point post challenge","sr_group","sr_group_time","sr_group_dose","sr_info","ag_name","Titer","Titer_thresh1","Titer_thresh20"
"1537","22-01","BA.1","n=6","1:10","7209","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:10","BA.1 conv._7209_D28_1:10_22-01","EG.5.1","42.038316591675397","42.038316591675397","42.038316591675397"
"1538","22-01","BA.1","n=6","1:10","7209","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:10","BA.1 conv._7209_D28_1:10_22-01","JN.1","1","<1","<20"
"1539","22-01","BA.1","n=6","1:10","7209","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:10","BA.1 conv._7209_D28_1:10_22-01","KP.2","1","<1","<20"
"1540","22-01","BA.1","n=6","1:10","7209","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:10","BA.1 conv._7209_D28_1:10_22-01","KP.3","1","<1","<20"
"1541","22-01","BA.1","n=6","1:10","7209","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:10","BA.1 conv._7209_D28_1:10_22-01","KZ.1.1.1","1","<1","<20"
"1542","22-01","BA.1","n=6","1:100","7216","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7216_D28_1:100_22-01","Wuhan","1","<1","<20"
"1543","22-01","BA.1","n=6","1:100","7216","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7216_D28_1:100_22-01","Alpha","17.5487309661059","17.5487309661059","<20"
"1544","22-01","BA.1","n=6","1:100","7216","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7216_D28_1:100_22-01","Beta","6.2213933175285998","6.2213933175285998","<20"
"1545","22-01","BA.1","n=6","1:100","7216","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7216_D28_1:100_22-01","Delta","6.2724112168783099","6.2724112168783099","<20"
"1546","22-01","BA.1","n=6","1:100","7216","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7216_D28_1:100_22-01","BA.1","86.115949961500803","86.115949961500803","86.115949961500803"
"1547","22-01","BA.1","n=6","1:100","7216","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7216_D28_1:100_22-01","BA.2","26.267006188869001","26.267006188869001","26.267006188869001"
"1548","22-01","BA.1","n=6","1:100","7216","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7216_D28_1:100_22-01","BA.2.12.1","4.7082176396471702","4.7082176396471702","<20"
"1549","22-01","BA.1","n=6","1:100","7216","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7216_D28_1:100_22-01","BA.5","1","<1","<20"
"1550","22-01","BA.1","n=6","1:100","7216","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7216_D28_1:100_22-01","BQ.1.1","2.6120453443642302","2.6120453443642302","<20"
"1551","22-01","BA.1","n=6","1:100","7216","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7216_D28_1:100_22-01","CH.1.1","6.1933738804380702","6.1933738804380702","<20"
"1552","22-01","BA.1","n=6","1:100","7216","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7216_D28_1:100_22-01","XBB.1","11.7598361311403","11.7598361311403","<20"
"1553","22-01","BA.1","n=6","1:100","7216","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7216_D28_1:100_22-01","XBB.1.5","5.1199606389419401","5.1199606389419401","<20"
"1554","22-01","BA.1","n=6","1:100","7216","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7216_D28_1:100_22-01","XBC.1.6","11.133924332086099","11.133924332086099","<20"
"1555","22-01","BA.1","n=6","1:100","7216","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7216_D28_1:100_22-01","FL.1.5.1","1.10052418000956","1.10052418000956","<20"
"1556","22-01","BA.1","n=6","1:100","7216","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7216_D28_1:100_22-01","DV.7.1","40.890724769734","40.890724769734","40.890724769734"
"1557","22-01","BA.1","n=6","1:100","7216","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7216_D28_1:100_22-01","HV.1","2.4979206482745702","2.4979206482745702","<20"
"1558","22-01","BA.1","n=6","1:100","7216","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7216_D28_1:100_22-01","HK.3","1","<1","<20"
"1559","22-01","BA.1","n=6","1:100","7216","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7216_D28_1:100_22-01","BA.2.86","1","<1","<20"
"1560","22-01","BA.1","n=6","1:100","7216","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7216_D28_1:100_22-01","EG.5.1","1.4978853069431199","1.4978853069431199","<20"
"1561","22-01","BA.1","n=6","1:100","7216","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7216_D28_1:100_22-01","JN.1","1","<1","<20"
"1562","22-01","BA.1","n=6","1:100","7216","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7216_D28_1:100_22-01","KP.2","1","<1","<20"
"1563","22-01","BA.1","n=6","1:100","7216","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7216_D28_1:100_22-01","KP.3","1","<1","<20"
"1564","22-01","BA.1","n=6","1:100","7216","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7216_D28_1:100_22-01","KZ.1.1.1","3.7006343190293101","3.7006343190293101","<20"
"1565","22-01","BA.1","n=6","1:100","7217","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7217_D28_1:100_22-01","Wuhan","6.6826342225958504","6.6826342225958504","<20"
"1566","22-01","BA.1","n=6","1:100","7217","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7217_D28_1:100_22-01","Alpha","31.4990033365766","31.4990033365766","31.4990033365766"
"1567","22-01","BA.1","n=6","1:100","7217","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7217_D28_1:100_22-01","Beta","20.090483827264698","20.090483827264698","20.090483827264698"
"1568","22-01","BA.1","n=6","1:100","7217","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7217_D28_1:100_22-01","Delta","25.2471009105899","25.2471009105899","25.2471009105899"
"1569","22-01","BA.1","n=6","1:100","7217","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7217_D28_1:100_22-01","BA.1","91.355483673936703","91.355483673936703","91.355483673936703"
"1570","22-01","BA.1","n=6","1:100","7217","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7217_D28_1:100_22-01","BA.2","77.426506178301594","77.426506178301594","77.426506178301594"
"1571","22-01","BA.1","n=6","1:100","7217","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7217_D28_1:100_22-01","BA.2.12.1","49.980694589400002","49.980694589400002","49.980694589400002"
"1572","22-01","BA.1","n=6","1:100","7217","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7217_D28_1:100_22-01","BA.5","9.8692532021564698","9.8692532021564698","<20"
"1573","22-01","BA.1","n=6","1:100","7217","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7217_D28_1:100_22-01","BQ.1.1","27.849898331717899","27.849898331717899","27.849898331717899"
"1574","22-01","BA.1","n=6","1:100","7217","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7217_D28_1:100_22-01","CH.1.1","16.282453745574799","16.282453745574799","<20"
"1575","22-01","BA.1","n=6","1:100","7217","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7217_D28_1:100_22-01","XBB.1","39.023724638435603","39.023724638435603","39.023724638435603"
"1576","22-01","BA.1","n=6","1:100","7217","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7217_D28_1:100_22-01","XBB.1.5","23.519983685534601","23.519983685534601","23.519983685534601"
"1577","22-01","BA.1","n=6","1:100","7217","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7217_D28_1:100_22-01","XBC.1.6","23.676059309723801","23.676059309723801","23.676059309723801"
"1578","22-01","BA.1","n=6","1:100","7217","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7217_D28_1:100_22-01","FL.1.5.1","34.833950773443703","34.833950773443703","34.833950773443703"
"1579","22-01","BA.1","n=6","1:100","7217","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7217_D28_1:100_22-01","DV.7.1","41.167097465844499","41.167097465844499","41.167097465844499"
"1580","22-01","BA.1","n=6","1:100","7217","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7217_D28_1:100_22-01","HV.1","19.483525631582001","19.483525631582001","<20"
"1581","22-01","BA.1","n=6","1:100","7217","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7217_D28_1:100_22-01","HK.3","13.1656954263076","13.1656954263076","<20"
"1582","22-01","BA.1","n=6","1:100","7217","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7217_D28_1:100_22-01","BA.2.86","1","<1","<20"
"1583","22-01","BA.1","n=6","1:100","7217","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7217_D28_1:100_22-01","EG.5.1","25.221508434567099","25.221508434567099","25.221508434567099"
"1584","22-01","BA.1","n=6","1:100","7217","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7217_D28_1:100_22-01","JN.1","1","<1","<20"
"1585","22-01","BA.1","n=6","1:100","7217","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7217_D28_1:100_22-01","KP.2","1","<1","<20"
"1586","22-01","BA.1","n=6","1:100","7217","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7217_D28_1:100_22-01","KP.3","1","<1","<20"
"1587","22-01","BA.1","n=6","1:100","7217","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7217_D28_1:100_22-01","KZ.1.1.1","1","<1","<20"
"1588","22-01","BA.1","n=6","1:100","7202","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7202_D28_1:100_22-01","Wuhan","*","*","*"
"1589","22-01","BA.1","n=6","1:100","7202","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7202_D28_1:100_22-01","Alpha","*","*","*"
"1590","22-01","BA.1","n=6","1:100","7202","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7202_D28_1:100_22-01","Beta","*","*","*"
"1591","22-01","BA.1","n=6","1:100","7202","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7202_D28_1:100_22-01","Delta","*","*","*"
"1592","22-01","BA.1","n=6","1:100","7202","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7202_D28_1:100_22-01","BA.1","*","*","*"
"1593","22-01","BA.1","n=6","1:100","7202","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7202_D28_1:100_22-01","BA.2","*","*","*"
"1594","22-01","BA.1","n=6","1:100","7202","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7202_D28_1:100_22-01","BA.2.12.1","*","*","*"
"1595","22-01","BA.1","n=6","1:100","7202","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7202_D28_1:100_22-01","BA.5","*","*","*"
"1596","22-01","BA.1","n=6","1:100","7202","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7202_D28_1:100_22-01","BQ.1.1","*","*","*"
"1597","22-01","BA.1","n=6","1:100","7202","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7202_D28_1:100_22-01","CH.1.1","*","*","*"
"1598","22-01","BA.1","n=6","1:100","7202","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7202_D28_1:100_22-01","XBB.1","*","*","*"
"1599","22-01","BA.1","n=6","1:100","7202","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7202_D28_1:100_22-01","XBB.1.5","*","*","*"
"1600","22-01","BA.1","n=6","1:100","7202","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7202_D28_1:100_22-01","XBC.1.6","*","*","*"
"1601","22-01","BA.1","n=6","1:100","7202","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7202_D28_1:100_22-01","FL.1.5.1","*","*","*"
"1602","22-01","BA.1","n=6","1:100","7202","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7202_D28_1:100_22-01","DV.7.1","*","*","*"
"1603","22-01","BA.1","n=6","1:100","7202","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7202_D28_1:100_22-01","HV.1","*","*","*"
"1604","22-01","BA.1","n=6","1:100","7202","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7202_D28_1:100_22-01","HK.3","*","*","*"
"1605","22-01","BA.1","n=6","1:100","7202","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7202_D28_1:100_22-01","BA.2.86","1","<1","<20"
"1606","22-01","BA.1","n=6","1:100","7202","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7202_D28_1:100_22-01","EG.5.1","*","*","*"
"1607","22-01","BA.1","n=6","1:100","7202","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7202_D28_1:100_22-01","JN.1","1","<1","<20"
"1608","22-01","BA.1","n=6","1:100","7202","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7202_D28_1:100_22-01","KP.2","*","*","*"
"1609","22-01","BA.1","n=6","1:100","7202","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7202_D28_1:100_22-01","KP.3","*","*","*"
"1610","22-01","BA.1","n=6","1:100","7202","D28","BA.1 conv.","BA.1 conv.:D28","BA.1 conv.:1:100","BA.1 conv._7202_D28_1:100_22-01","KZ.1.1.1","*","*","*"
"1611","22-05","BA.2.12.1","n=3","?","T984","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T984_D10_?_22-05","Wuhan","31.828014354765902","31.828014354765902","31.828014354765902"
"1612","22-05","BA.2.12.1","n=3","?","T984","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T984_D10_?_22-05","Alpha","41.213591128354999","41.213591128354999","41.213591128354999"
"1613","22-05","BA.2.12.1","n=3","?","T984","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T984_D10_?_22-05","Beta","26.020258122173001","26.020258122173001","26.020258122173001"
"1614","22-05","BA.2.12.1","n=3","?","T984","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T984_D10_?_22-05","Delta","58.158601955461698","58.158601955461698","58.158601955461698"
"1615","22-05","BA.2.12.1","n=3","?","T984","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T984_D10_?_22-05","BA.1","23.211639902595198","23.211639902595198","23.211639902595198"
"1616","22-05","BA.2.12.1","n=3","?","T984","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T984_D10_?_22-05","BA.2","54.081762428453203","54.081762428453203","54.081762428453203"
"1617","22-05","BA.2.12.1","n=3","?","T984","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T984_D10_?_22-05","BA.2.12.1","51.029511970414397","51.029511970414397","51.029511970414397"
"1618","22-05","BA.2.12.1","n=3","?","T984","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T984_D10_?_22-05","BA.5","20.289510291581799","20.289510291581799","20.289510291581799"
"1619","22-05","BA.2.12.1","n=3","?","T984","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T984_D10_?_22-05","BQ.1.1","19.669836983227501","19.669836983227501","<20"
"1620","22-05","BA.2.12.1","n=3","?","T984","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T984_D10_?_22-05","CH.1.1","18.925544814451602","18.925544814451602","<20"
"1621","22-05","BA.2.12.1","n=3","?","T984","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T984_D10_?_22-05","XBB.1","50.634161286862799","50.634161286862799","50.634161286862799"
"1622","22-05","BA.2.12.1","n=3","?","T984","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T984_D10_?_22-05","XBB.1.5","17.907744918222601","17.907744918222601","<20"
"1623","22-05","BA.2.12.1","n=3","?","T984","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T984_D10_?_22-05","XBC.1.6","20.559543965435001","20.559543965435001","20.559543965435001"
"1624","22-05","BA.2.12.1","n=3","?","T984","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T984_D10_?_22-05","FL.1.5.1","18.1050306623094","18.1050306623094","<20"
"1625","22-05","BA.2.12.1","n=3","?","T984","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T984_D10_?_22-05","DV.7.1","18.790381154064299","18.790381154064299","<20"
"1626","22-05","BA.2.12.1","n=3","?","T984","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T984_D10_?_22-05","HV.1","20.175676659480999","20.175676659480999","20.175676659480999"
"1627","22-05","BA.2.12.1","n=3","?","T984","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T984_D10_?_22-05","HK.3","19.814437895626799","19.814437895626799","<20"
"1628","22-05","BA.2.12.1","n=3","?","T984","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T984_D10_?_22-05","BA.2.86","1","<1","<20"
"1629","22-05","BA.2.12.1","n=3","?","T984","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T984_D10_?_22-05","EG.5.1","1","<1","<20"
"1630","22-05","BA.2.12.1","n=3","?","T984","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T984_D10_?_22-05","JN.1","1","<1","<20"
"1631","22-05","BA.2.12.1","n=3","?","T984","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T984_D10_?_22-05","KP.2","1","<1","<20"
"1632","22-05","BA.2.12.1","n=3","?","T984","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T984_D10_?_22-05","KP.3","1","<1","<20"
"1633","22-05","BA.2.12.1","n=3","?","T984","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T984_D10_?_22-05","KZ.1.1.1","1","<1","<20"
"1634","22-05","BA.2.12.1","n=3","?","T987","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T987_D10_?_22-05","Wuhan","13.7112882846512","13.7112882846512","<20"
"1635","22-05","BA.2.12.1","n=3","?","T987","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T987_D10_?_22-05","Alpha","42.239185995113303","42.239185995113303","42.239185995113303"
"1636","22-05","BA.2.12.1","n=3","?","T987","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T987_D10_?_22-05","Beta","4.2718673416755299","4.2718673416755299","<20"
"1637","22-05","BA.2.12.1","n=3","?","T987","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T987_D10_?_22-05","Delta","46.486667802951601","46.486667802951601","46.486667802951601"
"1638","22-05","BA.2.12.1","n=3","?","T987","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T987_D10_?_22-05","BA.1","18.743652450412","18.743652450412","<20"
"1639","22-05","BA.2.12.1","n=3","?","T987","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T987_D10_?_22-05","BA.2","41.238357676103597","41.238357676103597","41.238357676103597"
"1640","22-05","BA.2.12.1","n=3","?","T987","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T987_D10_?_22-05","BA.2.12.1","35.689569181511899","35.689569181511899","35.689569181511899"
"1641","22-05","BA.2.12.1","n=3","?","T987","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T987_D10_?_22-05","BA.5","14.5981833459188","14.5981833459188","<20"
"1642","22-05","BA.2.12.1","n=3","?","T987","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T987_D10_?_22-05","BQ.1.1","1","<1","<20"
"1643","22-05","BA.2.12.1","n=3","?","T987","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T987_D10_?_22-05","CH.1.1","1","<1","<20"
"1644","22-05","BA.2.12.1","n=3","?","T987","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T987_D10_?_22-05","XBB.1","2.69206445041503","2.69206445041503","<20"
"1645","22-05","BA.2.12.1","n=3","?","T987","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T987_D10_?_22-05","XBB.1.5","2.7922633436181599","2.7922633436181599","<20"
"1646","22-05","BA.2.12.1","n=3","?","T987","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T987_D10_?_22-05","XBC.1.6","1","<1","<20"
"1647","22-05","BA.2.12.1","n=3","?","T987","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T987_D10_?_22-05","FL.1.5.1","1","<1","<20"
"1648","22-05","BA.2.12.1","n=3","?","T987","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T987_D10_?_22-05","DV.7.1","16.436961384543899","16.436961384543899","<20"
"1649","22-05","BA.2.12.1","n=3","?","T987","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T987_D10_?_22-05","HV.1","15.380451136075701","15.380451136075701","<20"
"1650","22-05","BA.2.12.1","n=3","?","T987","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T987_D10_?_22-05","HK.3","18.529026384863901","18.529026384863901","<20"
"1651","22-05","BA.2.12.1","n=3","?","T987","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T987_D10_?_22-05","BA.2.86","1","<1","<20"
"1652","22-05","BA.2.12.1","n=3","?","T987","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T987_D10_?_22-05","EG.5.1","1","<1","<20"
"1653","22-05","BA.2.12.1","n=3","?","T987","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T987_D10_?_22-05","JN.1","1","<1","<20"
"1654","22-05","BA.2.12.1","n=3","?","T987","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T987_D10_?_22-05","KP.2","1","<1","<20"
"1655","22-05","BA.2.12.1","n=3","?","T987","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T987_D10_?_22-05","KP.3","1","<1","<20"
"1656","22-05","BA.2.12.1","n=3","?","T987","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._T987_D10_?_22-05","KZ.1.1.1","1","<1","<20"
"1657","22-05","BA.2.12.1","n=3","?","V128","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._V128_D10_?_22-05","Wuhan","1.6989065002985999","1.6989065002985999","<20"
"1658","22-05","BA.2.12.1","n=3","?","V128","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._V128_D10_?_22-05","Alpha","31.0885388183376","31.0885388183376","31.0885388183376"
"1659","22-05","BA.2.12.1","n=3","?","V128","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._V128_D10_?_22-05","Beta","5.1102193321164799","5.1102193321164799","<20"
"1660","22-05","BA.2.12.1","n=3","?","V128","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._V128_D10_?_22-05","Delta","18.0592697275167","18.0592697275167","<20"
