"","Study#","Virus strain","number of samples","Virus dose/note","NHP ID","Time point post challenge","sr_group","sr_group_time","sr_group_dose","sr_info","ag_name","Titer","Titer_thresh1","Titer_thresh20"
"2843","21-20","BA.5","n=6","?","V560","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V560_D10_?_21-20","FL.1.5.1","1","<1","<20"
"2844","21-20","BA.5","n=6","?","V560","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V560_D10_?_21-20","DV.7.1","17.0916311525549","17.0916311525549","<20"
"2845","21-20","BA.5","n=6","?","V560","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V560_D10_?_21-20","HV.1","1","<1","<20"
"2846","21-20","BA.5","n=6","?","V560","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V560_D10_?_21-20","HK.3","1","<1","<20"
"2847","21-20","BA.5","n=6","?","V560","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V560_D10_?_21-20","BA.2.86","1","<1","<20"
"2848","21-20","BA.5","n=6","?","V560","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V560_D10_?_21-20","EG.5.1","1","<1","<20"
"2849","21-20","BA.5","n=6","?","V560","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V560_D10_?_21-20","JN.1","17.897957000000002","17.897957000000002","<20"
"2850","21-20","BA.5","n=6","?","V560","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V560_D10_?_21-20","KP.2","1","<1","<20"
"2851","21-20","BA.5","n=6","?","V560","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V560_D10_?_21-20","KP.3","16.8521814918887","16.8521814918887","<20"
"2852","21-20","BA.5","n=6","?","V560","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V560_D10_?_21-20","KZ.1.1.1","3.8466215032681701","3.8466215032681701","<20"
"2853","21-20","BA.5","n=6","?","V561","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V561_D10_?_21-20","Wuhan","19.021953422590599","19.021953422590599","<20"
"2854","21-20","BA.5","n=6","?","V561","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V561_D10_?_21-20","Alpha","28.079017652712899","28.079017652712899","28.079017652712899"
"2855","21-20","BA.5","n=6","?","V561","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V561_D10_?_21-20","Beta","28.652467656878098","28.652467656878098","28.652467656878098"
"2856","21-20","BA.5","n=6","?","V561","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V561_D10_?_21-20","Delta","5.9359461423971203","5.9359461423971203","<20"
"2857","21-20","BA.5","n=6","?","V561","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V561_D10_?_21-20","BA.1","27.209605497363199","27.209605497363199","27.209605497363199"
"2858","21-20","BA.5","n=6","?","V561","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V561_D10_?_21-20","BA.2","22.652037940311899","22.652037940311899","22.652037940311899"
"2859","21-20","BA.5","n=6","?","V561","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V561_D10_?_21-20","BA.2.12.1","12.281569680827801","12.281569680827801","<20"
"2860","21-20","BA.5","n=6","?","V561","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V561_D10_?_21-20","BA.5","65.948569867036397","65.948569867036397","65.948569867036397"
"2861","21-20","BA.5","n=6","?","V561","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V561_D10_?_21-20","BQ.1.1","1","<1","<20"
"2862","21-20","BA.5","n=6","?","V561","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V561_D10_?_21-20","CH.1.1","17.7073851399999","17.7073851399999","<20"
"2863","21-20","BA.5","n=6","?","V561","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V561_D10_?_21-20","XBB.1","4.9912008468671702","4.9912008468671702","<20"
"2864","21-20","BA.5","n=6","?","V561","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V561_D10_?_21-20","XBB.1.5","25.052719476755001","25.052719476755001","25.052719476755001"
"2865","21-20","BA.5","n=6","?","V561","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V561_D10_?_21-20","XBC.1.6","1","<1","<20"
"2866","21-20","BA.5","n=6","?","V561","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V561_D10_?_21-20","FL.1.5.1","16.935284092081702","16.935284092081702","<20"
"2867","21-20","BA.5","n=6","?","V561","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V561_D10_?_21-20","DV.7.1","18.903396183744","18.903396183744","<20"
"2868","21-20","BA.5","n=6","?","V561","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V561_D10_?_21-20","HV.1","1","<1","<20"
"2869","21-20","BA.5","n=6","?","V561","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V561_D10_?_21-20","HK.3","1","<1","<20"
"2870","21-20","BA.5","n=6","?","V561","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V561_D10_?_21-20","BA.2.86","1","<1","<20"
"2871","21-20","BA.5","n=6","?","V561","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V561_D10_?_21-20","EG.5.1","1","<1","<20"
"2872","21-20","BA.5","n=6","?","V561","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V561_D10_?_21-20","JN.1","1","<1","<20"
"2873","21-20","BA.5","n=6","?","V561","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V561_D10_?_21-20","KP.2","13.5738966273532","13.5738966273532","<20"
"2874","21-20","BA.5","n=6","?","V561","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V561_D10_?_21-20","KP.3","1","<1","<20"
"2875","21-20","BA.5","n=6","?","V561","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V561_D10_?_21-20","KZ.1.1.1","1","<1","<20"
"2876","21-20","BA.5","n=6","?","V590","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V590_D10_?_21-20","Wuhan","18.5775086653397","18.5775086653397","<20"
"2877","21-20","BA.5","n=6","?","V590","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V590_D10_?_21-20","Alpha","31.236161183521499","31.236161183521499","31.236161183521499"
"2878","21-20","BA.5","n=6","?","V590","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V590_D10_?_21-20","Beta","15.5000551517687","15.5000551517687","<20"
"2879","21-20","BA.5","n=6","?","V590","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V590_D10_?_21-20","Delta","15.959008284794599","15.959008284794599","<20"
"2880","21-20","BA.5","n=6","?","V590","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V590_D10_?_21-20","BA.1","11.8297437417002","11.8297437417002","<20"
"2881","21-20","BA.5","n=6","?","V590","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V590_D10_?_21-20","BA.2","32.635341932797303","32.635341932797303","32.635341932797303"
"2882","21-20","BA.5","n=6","?","V590","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V590_D10_?_21-20","BA.2.12.1","1","<1","<20"
"2883","21-20","BA.5","n=6","?","V590","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V590_D10_?_21-20","BA.5","42.200050053198403","42.200050053198403","42.200050053198403"
"2884","21-20","BA.5","n=6","?","V590","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V590_D10_?_21-20","BQ.1.1","1","<1","<20"
"2885","21-20","BA.5","n=6","?","V590","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V590_D10_?_21-20","CH.1.1","1","<1","<20"
"2886","21-20","BA.5","n=6","?","V590","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V590_D10_?_21-20","XBB.1","17.284624061466499","17.284624061466499","<20"
"2887","21-20","BA.5","n=6","?","V590","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V590_D10_?_21-20","XBB.1.5","1","<1","<20"
"2888","21-20","BA.5","n=6","?","V590","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V590_D10_?_21-20","XBC.1.6","2.41822854976283","2.41822854976283","<20"
"2889","21-20","BA.5","n=6","?","V590","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V590_D10_?_21-20","FL.1.5.1","1","<1","<20"
"2890","21-20","BA.5","n=6","?","V590","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V590_D10_?_21-20","DV.7.1","14.8627037402828","14.8627037402828","<20"
"2891","21-20","BA.5","n=6","?","V590","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V590_D10_?_21-20","HV.1","1","<1","<20"
"2892","21-20","BA.5","n=6","?","V590","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V590_D10_?_21-20","HK.3","1","<1","<20"
"2893","21-20","BA.5","n=6","?","V590","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V590_D10_?_21-20","BA.2.86","1","<1","<20"
"2894","21-20","BA.5","n=6","?","V590","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V590_D10_?_21-20","EG.5.1","1","<1","<20"
"2895","21-20","BA.5","n=6","?","V590","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V590_D10_?_21-20","JN.1","17.173465","17.173465","<20"
"2896","21-20","BA.5","n=6","?","V590","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V590_D10_?_21-20","KP.2","18.879856748068299","18.879856748068299","<20"
"2897","21-20","BA.5","n=6","?","V590","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V590_D10_?_21-20","KP.3","1","<1","<20"
"2898","21-20","BA.5","n=6","?","V590","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V590_D10_?_21-20","KZ.1.1.1","1","<1","<20"
"2899","21-20","BA.5","n=6","?","710","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._710_D10_?_21-20","Wuhan","19.429672608232799","19.429672608232799","<20"
"2900","21-20","BA.5","n=6","?","710","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._710_D10_?_21-20","Alpha","50.127893075693898","50.127893075693898","50.127893075693898"
"2901","21-20","BA.5","n=6","?","710","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._710_D10_?_21-20","Beta","52.269107604618704","52.269107604618704","52.269107604618704"
"2902","21-20","BA.5","n=6","?","710","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._710_D10_?_21-20","Delta","14.606395895535","14.606395895535","<20"
"2903","21-20","BA.5","n=6","?","710","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._710_D10_?_21-20","BA.1","21.026983457798","21.026983457798","21.026983457798"
"2904","21-20","BA.5","n=6","?","710","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._710_D10_?_21-20","BA.2","31.77952410164","31.77952410164","31.77952410164"
"2905","21-20","BA.5","n=6","?","710","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._710_D10_?_21-20","BA.2.12.1","24.9843458150524","24.9843458150524","24.9843458150524"
"2906","21-20","BA.5","n=6","?","710","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._710_D10_?_21-20","BA.5","84.747618034472396","84.747618034472396","84.747618034472396"
"2907","21-20","BA.5","n=6","?","710","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._710_D10_?_21-20","BQ.1.1","1","<1","<20"
"2908","21-20","BA.5","n=6","?","710","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._710_D10_?_21-20","CH.1.1","1","<1","<20"
"2909","21-20","BA.5","n=6","?","710","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._710_D10_?_21-20","XBB.1","1","<1","<20"
"2910","21-20","BA.5","n=6","?","710","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._710_D10_?_21-20","XBB.1.5","36.224810245113702","36.224810245113702","36.224810245113702"
"2911","21-20","BA.5","n=6","?","710","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._710_D10_?_21-20","XBC.1.6","1","<1","<20"
"2912","21-20","BA.5","n=6","?","710","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._710_D10_?_21-20","FL.1.5.1","13.0871169604361","13.0871169604361","<20"
"2913","21-20","BA.5","n=6","?","710","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._710_D10_?_21-20","DV.7.1","16.6875008344938","16.6875008344938","<20"
"2914","21-20","BA.5","n=6","?","710","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._710_D10_?_21-20","HV.1","17.6377034249372","17.6377034249372","<20"
"2915","21-20","BA.5","n=6","?","710","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._710_D10_?_21-20","HK.3","19.121986197098401","19.121986197098401","<20"
"2916","21-20","BA.5","n=6","?","710","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._710_D10_?_21-20","BA.2.86","1","<1","<20"
"2917","21-20","BA.5","n=6","?","710","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._710_D10_?_21-20","EG.5.1","19.267039258597801","19.267039258597801","<20"
"2918","21-20","BA.5","n=6","?","710","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._710_D10_?_21-20","JN.1","1","<1","<20"
"2919","21-20","BA.5","n=6","?","710","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._710_D10_?_21-20","KP.2","1","<1","<20"
"2920","21-20","BA.5","n=6","?","710","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._710_D10_?_21-20","KP.3","1","<1","<20"
"2921","21-20","BA.5","n=6","?","710","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._710_D10_?_21-20","KZ.1.1.1","1","<1","<20"
"2922","21-20","BA.5","n=6","?","846","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._846_D10_?_21-20","Wuhan","19.813476119162701","19.813476119162701","<20"
"2923","21-20","BA.5","n=6","?","846","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._846_D10_?_21-20","Alpha","48.479336884981599","48.479336884981599","48.479336884981599"
"2924","21-20","BA.5","n=6","?","846","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._846_D10_?_21-20","Beta","30.1103374354877","30.1103374354877","30.1103374354877"
"2925","21-20","BA.5","n=6","?","846","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._846_D10_?_21-20","Delta","27.516180998225501","27.516180998225501","27.516180998225501"
"2926","21-20","BA.5","n=6","?","846","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._846_D10_?_21-20","BA.1","25.966739511845901","25.966739511845901","25.966739511845901"
"2927","21-20","BA.5","n=6","?","846","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._846_D10_?_21-20","BA.2","59.946920431489403","59.946920431489403","59.946920431489403"
"2928","21-20","BA.5","n=6","?","846","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._846_D10_?_21-20","BA.2.12.1","18.893342956833798","18.893342956833798","<20"
"2929","21-20","BA.5","n=6","?","846","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._846_D10_?_21-20","BA.5","105.850919570347","105.850919570347","105.850919570347"
"2930","21-20","BA.5","n=6","?","846","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._846_D10_?_21-20","BQ.1.1","1","<1","<20"
"2931","21-20","BA.5","n=6","?","846","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._846_D10_?_21-20","CH.1.1","17.5419108340731","17.5419108340731","<20"
"2932","21-20","BA.5","n=6","?","846","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._846_D10_?_21-20","XBB.1","18.891759932540701","18.891759932540701","<20"
"2933","21-20","BA.5","n=6","?","846","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._846_D10_?_21-20","XBB.1.5","23.6665061427537","23.6665061427537","23.6665061427537"
"2934","21-20","BA.5","n=6","?","846","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._846_D10_?_21-20","XBC.1.6","17.981017810838299","17.981017810838299","<20"
"2935","21-20","BA.5","n=6","?","846","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._846_D10_?_21-20","FL.1.5.1","29.513717917483401","29.513717917483401","29.513717917483401"
"2936","21-20","BA.5","n=6","?","846","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._846_D10_?_21-20","DV.7.1","1.86062086571368","1.86062086571368","<20"
"2937","21-20","BA.5","n=6","?","846","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._846_D10_?_21-20","HV.1","18.4937949180344","18.4937949180344","<20"
"2938","21-20","BA.5","n=6","?","846","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._846_D10_?_21-20","HK.3","17.9336432737759","17.9336432737759","<20"
"2939","21-20","BA.5","n=6","?","846","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._846_D10_?_21-20","BA.2.86","1","<1","<20"
"2940","21-20","BA.5","n=6","?","846","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._846_D10_?_21-20","EG.5.1","18.003595207117801","18.003595207117801","<20"
"2941","21-20","BA.5","n=6","?","846","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._846_D10_?_21-20","JN.1","1","<1","<20"
"2942","21-20","BA.5","n=6","?","846","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._846_D10_?_21-20","KP.2","1","<1","<20"
"2943","21-20","BA.5","n=6","?","846","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._846_D10_?_21-20","KP.3","1","<1","<20"
"2944","21-20","BA.5","n=6","?","846","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._846_D10_?_21-20","KZ.1.1.1","1","<1","<20"
"2945","21-20","BA.5","n=6","?","1656","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._1656_D10_?_21-20","Wuhan","21.740558434981502","21.740558434981502","21.740558434981502"
"2946","21-20","BA.5","n=6","?","1656","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._1656_D10_?_21-20","Alpha","62.946530957311602","62.946530957311602","62.946530957311602"
"2947","21-20","BA.5","n=6","?","1656","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._1656_D10_?_21-20","Beta","24.228214913847498","24.228214913847498","24.228214913847498"
"2948","21-20","BA.5","n=6","?","1656","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._1656_D10_?_21-20","Delta","28.128349197258299","28.128349197258299","28.128349197258299"
"2949","21-20","BA.5","n=6","?","1656","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._1656_D10_?_21-20","BA.1","23.894188452477","23.894188452477","23.894188452477"
"2950","21-20","BA.5","n=6","?","1656","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._1656_D10_?_21-20","BA.2","51.160800348103997","51.160800348103997","51.160800348103997"
